priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
460,cinnamon flavored icing,cinnamon flavored icing,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"cinnamon flavored icing (sugar, water, corn syrup, corn starch, vegetable oil palm, soybean and/or cottonseed oils , salt, cinnamon, polysorbate 60, natural and artificial flavors, sorbic acid preservative , gums xanthan, carob bean, guar ) (7) | cinnamon flavored icing (sugar, water, corn syrup, corn starch, vegetable oil palm, soybean and/ or cottonseed oils , salt, cinnamon, polysorbate 60, natural and artificial flavors, sorbic acid preservative , gums xanthan, carob bean, guar ) (4)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
460,everything seasoning,everything seasoning,11,yes,sesame,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:sesame | evidence:surface_form,"everything seasoning (dehydrated onion, sea salt, sesame seeds, poppy seeds, dehydrated garlic) (10) | everything seasoning (sesame, black caraway seeds, salt, dehydrated garlic, dehydrated onion, essential oils of garlic and onion) (1)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
460,grilled vegetable blend,grilled vegetable blend,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"grilled vegetable blend (yellow onion, green pepper, red pepper, seasoning salt, maltodextrin, garlic powder, autolyzed yeast extract, onion powder, spices, vinegar solids, lemon juice solids, citric acid, natural flavors , soybean oil) (11)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:2,,
460,highly refined coconut oil,highly refined coconut oil,11,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,highly refined coconut oil (11),usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
460,palm and coconut oil,palm and coconut oil,11,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,palm and coconut oils (11),usda_only_train:6 | usda_only_val:4 | usda_only_holdout:1,,
460,peanut paste,peanut paste,11,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,peanut paste (10) | peanut paste (peanuts) (1),usda_only_train:7 | openfoodfacts_targeted:3 | usda_only_val:1,,
460,soybean and hydrogenated soybean oil,soybean and hydrogenated soybean oil,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean and hydrogenated soybean oils (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
460,soybean oil and cottonseed oil,soybean oil and cottonseed oil,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil and cottonseed oil (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
460,soybean oil,soybean oil+,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil+ (11),usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
460,sugar soy flour,sugar soy flour,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,sugar soy flour (11),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
460,vegetable oil soybean and palm oil with tbhq,vegetable oil soybean and palm oil with tbhq,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oil soybean and palm oil with tbhq (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
460,whole soybean flour,whole soybean flour,11,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,whole soybean flour (11),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1 | openfoodfacts_targeted:1,,
460,all purpose shortening,all purpose shortening,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,all purpose shortening (palm oil and soybean oil) (10),usda_only_train:5 | usda_only_val:5,,
460,canola and or palm and or soybean oil,canola and/or palm and/or soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,canola and/or palm and/or soybean oil (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
460,chianti italian dressing soybean oil,chianti italian dressing soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,chianti italian dressing soybean oil (10),usda_only_train:8 | usda_only_val:2,,
460,chocolate flavored chips,chocolate flavored chips+,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"chocolate flavored chips+ (sugar, partially hydrogenated palm kernel oil, cocoa, cocoa processed with alkali, dextrose and soy lecithin (an emulsifier), corn syrup, high fructose corn syrup (5) | chocolate flavored chips+ (sugar partially hydrogenated palm kernel oil, cocoa, cocoa processed with alkali, dextrose and soy lecithin an emulsifier ) (5)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,chocolate flavored coating sugar hydrogenated palm kernel oil cocoa powder soy lecithin vanillin,"chocolate flavored coating sugar, hydrogenated palm kernel oil, cocoa powder , soy lecithin, vanillin",10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"chocolate flavored coating (sugar, hydrogenated palm kernel oil, cocoa powder (processed with alkali), soy lecithin, vanillin) (10)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,coconut and or cottonseed oil,coconut and/or cottonseed oil,10,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,coconut and/or cottonseed oil (7) | coconut and/or cottonseed oils (3),usda_only_train:8 | usda_only_val:2,,
460,cooked rice noodle,cooked rice noodle,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"cooked rice noodle (rice, water) (6) | cooked rice noodles (water, rice flour, soybean oil) (4)",usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
460,defatted peanut flour,defatted peanut flour,10,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,defatted peanut flour (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
460,dextrose vegetable oil,dextrose vegetable oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"dextrose vegetable oil (palm, soybean and/or cottonseed oils) (6) | dextrose vegetable oil (palm oil, shea oil, sunflower oil, palm kernel oil, and /or safflower oil) (1) | dextrose vegetable oil (palm oil. shea oil, sunflower oil, palm kernel oil, and /or safflower oil) (1) | dextrose vegetable oil (palm oil, shea oil, sunflower de palm kernel oil, and /or safflower oil) (1) | dextrose vegetable oil (palm oil, shea oil, sunflower oil palm kernel oil, and /or safflower oil) (1)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
460,dressing soybean oil,dressing soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dressing soybean oil (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
460,fermented soybean paste water,fermented soybean paste water,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,fermented soybean paste water (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
460,filling base partially hydrogenated vegetable oils coconut,filling base partially hydrogenated vegetable oils coconut,10,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,filling base partially hydrogenated vegetable oils coconut (10),usda_only_train:9 | usda_only_val:1,,
460,fractionated vegetable oil coconut oil,fractionated vegetable oil coconut oil,10,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,fractionated vegetable oil coconut oil (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
460,hydrodenated soybean oil,hydrodenated soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,hydrodenated soybean oil (10),usda_only_train:9 | usda_only_val:1,,
460,korean seasoning,korean seasoning,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"korean seasoning (tamari powder soy sauce fermented soybeans and salt , maltodextrin, salt , encapsulated salt sodium chloride, hydrogenated oil (10)",usda_only_train:8 | usda_only_holdout:2,,
460,liquid soybean oil and partially hydrogenated soybean oil,liquid soybean oil and partially hydrogenated soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,liquid soybean oil and partially hydrogenated soybean oil (10),usda_only_train:9 | usda_only_val:1,,
460,margarine vegetable oil blend water,margarine vegetable oil blend water,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,margarine vegetable oil blend (palm oil and soybean oil) water (10),usda_only_train:10,,
460,miso paste soybean,miso paste soybean,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,miso paste soybeans (10),usda_only_train:7 | usda_only_val:3,,
460,natural flavor includes soy lecithin,natural flavor includes soy lecithin,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,natural flavor includes soy lecithin (10),usda_only_train:8 | usda_only_val:2,,
460,palm and or soybean and or palm kernel oil,palm and/or soybean and/or palm kernel oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm and/or soybean and/or palm kernel oils (10),usda_only_train:10,,
460,palm kernel and soybean oil with tbhq,palm kernel and soybean oil with tbhq,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm kernel and soybean oil with tbhq (10),usda_only_train:9 | usda_only_holdout:1,,
460,palm kernel oil and or palm oil and or partially hydrogenated vegetable oil cottonseed and or soybean oil,palm kernel oil and/or palm oil and/or partially hydrogenated vegetable oil cottonseed and/or soybean oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm kernel oil and/or palm oil and/or partially hydrogenated vegetable oil cottonseed and/or soybean oil (10),usda_only_train:9 | usda_only_val:1,,
460,palm oil and soybean oil with propylene glycol monoester,palm oil and soybean oil with propylene glycol monoester,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm oil and soybean oil with propylene glycol monoesters (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,partially hydrogenated soybean oil and partially hydrogenated cottonseed oil,partially hydrogenated soybean oil and partially hydrogenated cottonseed oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean oil and partially hydrogenated cottonseed oil (10),usda_only_train:10,,
460,partially hydrogenated vegetable oil soybean and or cottonseed,partially hydrogenated vegetable oil soybean and/or cottonseed,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated vegetable oil soybean and/or cottonseed (10),usda_only_train:9 | usda_only_holdout:1,,
460,soybean and or cottonseed oil,soybean and/ or cottonseed oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean and/ or cottonseed oils (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,soybean and or cotton seed oil,soybean and/or cotton seed oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean and/or cotton seed oils (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
460,soybean and or palm and or canola and or corn oil,soybean and/or palm and/or canola and/or corn oil,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean and/or palm and/or canola and/or corn oil (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
460,soybean oil and or canola,soybean oil and/or canola,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil and/or canola (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,soybean oil modified food starch,soybean oil modified food starch,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil modified food starch (corn) (6) | soybean oil modified food starch (4),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
460,soybean oil with citric acid preservative,soybean oil with citric acid preservative,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil with citric acid preservative (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
460,soybean shortening,soybean shortening,10,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"soybean shortening (palm oil, mono-and diglycerides, polysorbate 60) (10)",usda_only_train:7 | usda_only_holdout:3,,
460,vegetable fat coconut oil,vegetable fat coconut oil,10,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,vegetable fat coconut oil (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
460,vegetable oil peanut and or cottonseed and or palm,vegetable oil peanut and/or cottonseed and/or palm,10,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,vegetable oil peanut and/or cottonseed and/or palm (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
460,apple pie flavored pecan,apple pie flavored pecan,9,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"apple pie flavored pecans (pecans, sugar, citric acid, ascorbic acid (vitamin c ), dried sweetened cranberries (crane berries, sugar, sunflower oil) (5) | apple pie flavored pecans (pecans, sugar, cinnamon) (2) | apple pie flavored pecans (pecans, sugar (2)",usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,beans vegetable oil,beans vegetable oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"beans vegetable oil (soybean, canola and/or corn oil) (9)",usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,breading set in soybean oil,breading set in soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,breading set in soybean oil (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,caramel flavored chocolate chip,caramel flavored chocolate chip,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"caramel flavored chocolate chips (salted caramel flavored coating sugar, palm kernel oil, nonfat milk, milk, salt, artificial color yellow 6 lake, yellow 5 lake, blue 2 lake , soy lecithin, natural flavor , milk chocolate chips sugar, cocoa butter, milk, chocolate liquor, soy lecithin, artificial flavor , gum acacia, sugar, confectioner's glaze) (9)",usda_only_train:7 | usda_only_holdout:2,,
460,chocolate chips sugar unsweetened chocolate cocoa butter soy lecithin natural vanilla extract,"chocolate chips sugar, unsweetened chocolate, cocoa butter, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"chocolate chips (sugar, unsweetened chocolate, cocoa butter, soy lecithin (an emulsifier), natural vanilla extract) (9)",usda_only_train:7 | usda_only_val:1 | usda_only_holdout:1,,
460,coconut and or palm oil,coconut and/or palm oil,9,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,coconut and/or palm oil (9),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2,,
460,corn oil soybean oil,corn oil/soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,corn oil/soybean oil (9),usda_only_holdout:6 | usda_only_train:3,,
460,dark sweet chocolate sugar chocolate cocoa butter soy lecithin natural vanilla extract,"dark sweet chocolate sugar, chocolate, cocoa butter, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"dark sweet chocolate (sugar, chocolate, cocoa butter, soy lecithin (emulsifier), natural vanilla extract) (9)",usda_only_train:5 | usda_only_holdout:4,,
460,filling base blend,filling base blend,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"filling base blend (vegetable shortening interesterified soybean oil, hydrogenated cottonseed oil, mono- and diglycerides, polysorbate 60 , sugar, corn syrup solids, titanium dioxide color , salt, artificial flavor) (9)",usda_only_train:6 | usda_only_holdout:3,,
460,hickory smoke seasoning,hickory smoke seasoning,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"hickory smoke seasoning (salt, maltodextrin, torula yeast, hydrolyzed soy protein, natural hickory smoke flavor (9)",usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,hydrogenated cottonseed and or soybean oil,hydrogenated cottonseed and/or soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,hydrogenated cottonseed and/or soybean oil (9),usda_only_train:6 | usda_only_val:3,,
460,hydrogenated soybean oil with salt,hydrogenated soybean oil with salt,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,hydrogenated soybean oil with salt (9),usda_only_train:6 | usda_only_val:3,,
460,hydrogenated vegetable oil soybean,hydrogenated vegetable oil soybean,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,hydrogenated vegetable oil soybean (9),usda_only_train:6 | usda_only_val:3,,
460,interesterfied soybean oil,interesterfied soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,interesterfied soybean oil (9),usda_only_train:8 | usda_only_val:1,,
460,milk chocolate sugar cocoa butter milk chocolate soy lecithin natural vanilla extract,"milk chocolate sugar, cocoa butter, milk, chocolate, soy lecithin , natural vanilla extract",9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"milk chocolate (sugar, cocoa butter, milk, chocolate, soy lecithin (emulsifier), natural vanilla extract) (9)",usda_only_train:5 | usda_only_holdout:4,,
460,palm oil and soybean oil with mono and diglyceride,palm oil and soybean oil with mono- and diglyceride,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm oil and soybean oil with mono- and diglycerides (9),usda_only_train:7 | usda_only_val:2,,
460,palm soy shortening,palm soy shortening,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,"palm soy shortening (palm oil, soybean oil) (9)",usda_only_train:6 | usda_only_holdout:3,,
460,partially hydrgenated vegetable oil,partially hydrgenated vegetable oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"partially hydrgenated vegetable oil (soybean, cottonseed, corn and/or canola) (5) | partially hydrgenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils) (4)",usda_only_train:8 | usda_only_holdout:1,,
460,partially hydrogenated soy bean oil,partially hydrogenated soy bean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soy bean oil (9),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
460,partially hydrogenated soybean and palm oil,partially hydrogenated soybean and palm oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean and palm oils (9),usda_only_train:8 | usda_only_val:1,,
460,partially hydrogenated soybean oil and or cottonseed oil,partially hydrogenated soybean oil and/or cottonseed oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean oil and/or cottonseed oil (9),usda_only_train:8 | usda_only_val:1,,
460,partially hydrogenated vegetable oil soybean and or cottonseed and or canola and or corn oil,partially hydrogenated vegetable oil soybean and/or cottonseed and/or canola and/or corn oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated vegetable oil soybean and/or cottonseed and/or canola and/or corn oils (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,roasted in peanut and or cottonseed and or sunflower seed and or canola oil,roasted in peanut and/or cottonseed and/or sunflower seed and/or canola oil,9,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,roasted in peanut and/or cottonseed and/or sunflower seed and/or canola oil (9),usda_only_holdout:5 | usda_only_train:3 | usda_only_val:1,,
460,sesame seed flour,sesame seed flour,9,yes,sesame,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:sesame,sesame seed flour (9),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
460,shortening palm and soybean oil,shortening palm and soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,shortening palm and soybean oils (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,soy bean and or cottonseed oil and or canola and corn oil,soy bean and/or cottonseed oil and/or canola and corn oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy bean and/or cottonseed oil and/or canola and corn oils (9),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:2,,
460,soy lecithin artificial flavoring,soy lecithin artificial flavoring,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soy lecithin artificial flavoring (9),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
460,soybean extract,soybean extract,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean extract (9),usda_only_val:3 | usda_only_holdout:3 | usda_only_train:2 | openfoodfacts_targeted:1,,
460,soybean oil invert sugar,soybean oil invert sugar,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil invert sugar (9),usda_only_train:9,,
460,sugar partially hydrogenated soybean and cottonseed oil,sugar partially hydrogenated soybean and cottonseed oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,sugar partially hydrogenated soybean and cottonseed oil (9),usda_only_train:7 | usda_only_val:2,,
460,sunflower and or hydrogenated soybean oil,sunflower and/or hydrogenated soybean oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,sunflower and/or hydrogenated soybean oil (9),usda_only_train:6 | usda_only_val:3,,
460,tamri soy sauce soybean,tamri soy sauce soybean,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dehydrated tamri soy sauce soybeans (9),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:1,,
460,vegetable oil soybean and or cottonseed and or corn and or canola oil,vegetable oil soybean and/or cottonseed and/or corn and/or canola oil,9,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oil soybean and/or cottonseed and/or corn and/or canola oils (9),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1,,
460,almond extract,almond extract,8,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"almond extract (water, propylene glycol, natural and artificial flavor, xanthan gum, sodium benzoate) (7) | almond extract (1)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
460,caesar dressing soybean oil,caesar dressing soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,caesar dressing soybean oil (8),usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
460,cake shortening,cake shortening,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"cake shortening (soybean oil, glyceryl-lacto esters of fatty acids, vegetable mono and diglycerides, tbhq protects flavor ) (5) | cake shortening (soybean oil, glyceryl-lacto easters of fatty acids, mono and diglycerides, tbhq) (3)",usda_only_train:6 | usda_only_holdout:2,,
460,canola and or peanut and or sunflower oil,canola and/or peanut and/or sunflower oil,8,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,canola and/or peanut and/or sunflower oil (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,cashew paste,cashew paste,8,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,cashew paste (8),usda_only_train:7 | usda_only_val:1,,
460,dark chocolate flavored drop,dark chocolate flavored drop,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"dark chocolate flavored drops (maltitol*, chocolate liquor processed with alkali, cocoa butter, emulsifiers sorbitan tristearate, soy lecithin , vanilla) (6) | dark chocolate flavored drops (maltitol*, chocolate liquor processed with alkali , cocoa butter, emulsifiers sorbitan tristearate, soy lecithin , vanilla) (2)",usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
460,dough conditioner soy flour,dough conditioner soy flour,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,dough conditioner soy flour (8),usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
460,expeller pressed sunflower oil and or expeller pressed peanut oil,expeller pressed sunflower oil and/or expeller pressed peanut oil,8,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,expeller pressed sunflower oil and/or expeller pressed peanut oil (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,extract of soya bean,extract of soya bean,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,extract of soya beans (8),usda_only_train:5 | usda_only_val:1 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
460,margarine liquid and partially hydrogenated soybean oil,margarine liquid and partially hydrogenated soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,margarine liquid and partially hydrogenated soybean oil (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,non hydrogenated vegetable shortening,non-hydrogenated vegetable shortening,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"non-hydrogenated vegetable shortening (palm, modified palm, canola oil, mono and diglycerides, soy lecithin, citric acid, artificial flavor, vitamin b palmitate, vitamin d3-beta-carotene) (8)",usda_only_holdout:4 | usda_only_train:3 | usda_only_val:1,,
460,onion and garlic extractive with no greater than 2 silicon dioxide and or soybean oil to prevent caking,onion and garlic extractive with no greater than 2% silicon dioxide and/or soybean oil to prevent caking,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,onion and garlic extractive with no greater than 2% silicon dioxide and/or soybean oil to prevent caking (8),usda_only_train:3 | usda_only_holdout:3 | usda_only_val:2,,
460,palm kernel and or palm and or soybean oil and or hydrogenated soybean and or cottonseed oil,palm kernel and/or palm and/or soybean oil and/or hydrogenated soybean and/or cottonseed oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,palm kernel and/or palm and/or soybean oil and/or hydrogenated soybean and/or cottonseed oil (8),usda_only_train:6 | usda_only_val:2,,
460,paprika annatto blend,paprika annatto blend,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"paprika annatto blend (natural extractives of annatto seeds and paprika with mono-, di-, and triglycerides, soybean and/or canola oil, other natural flavors, tocopherol and potassium hydroxide) (8)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,partially hydrogenated soy and cottonseed oil,partially hydrogenated soy and cottonseed oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soy and cottonseed oil (4) | partially hydrogenated soy and cottonseed oils (4),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
460,partially hydrogenated soybean and or cottonseed and or palm oil,partially hydrogenated soybean and/or cottonseed and/or palm oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean and/or cottonseed and/or palm oil (8),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
